the_geom,CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,Shape_Leng,Shape_Area
"MULTIPOLYGON (((-73.99626530901189 40.64482654389454, -73.9968443837048 40.64426583629802, -73.99742590371999 40.64370709175105, -73.99773481969466 40.64341090959379, -73.99801021180159 40.64314699533874, -73.99994190307346 40.644313263969934, -74.00021421355078 40.6444782999913, -73.99963885985323 40.645041887278666, -73.99904773096746 40.6455973458957, -73.99846577843915 40.646159226608965, -73.99626530901189 40.64482654389454)))",92.02,3,Brooklyn,9202,3009202,,Sunset Park (East)-Borough Park (West),BK1201,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),36047009202,3122.445394,610211.6216
"MULTIPOLYGON (((-74.00021421355078 40.6444782999913, -74.00079786935906 40.64391754716066, -74.00137990170442 40.64335675365835, -74.00195978331344 40.642798738685705, -74.00254486979036 40.64223575962075, -74.00474646711004 40.64356697977728, -74.00416437827032 40.64412715085218, -74.00358060203982 40.64468860745856, -74.00299812728186 40.64524553207096, -74.00241336128745 40.64580690530923, -74.0003427239103 40.64455537260797, -74.00021421355078 40.6444782999913)))",94.01,3,Brooklyn,9401,3009401,,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),36047009401,3642.785028,812257.4281
"MULTIPOLYGON (((-73.99801021180159 40.64314699533874, -73.99859327783639 40.64258519750488, -73.9991756478489 40.64202544152653, -73.99975690844894 40.64146714994336, -74.00034122066634 40.64090531567063, -74.00254486979036 40.64223575962075, -74.00195978331344 40.642798738685705, -74.00137990170442 40.64335675365835, -74.00079786935906 40.64391754716066, -74.00021421355078 40.6444782999913, -73.99994190307346 40.644313263969934, -73.99801021180159 40.64314699533874)))",94.02,3,Brooklyn,9402,3009402,,Sunset Park (East)-Borough Park (West),BK1201,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),36047009402,3644.895296,813343.4436
"MULTIPOLYGON (((-74.00241336128745 40.64580690530923, -74.00299812728186 40.64524553207096, -74.00358060203982 40.64468860745856, -74.00416437827032 40.64412715085218, -74.00474646711004 40.64356697977728, -74.00695078858615 40.64489723903702, -74.0091528209351 40.646226735160596, -74.00856800383534 40.64678864959459, -74.00798795298697 40.647344715960166, -74.00740505494653 40.64790503007596, -74.00682351845911 40.648464881590606, -74.00462168314367 40.647131009411666, -74.00241336128745 40.64580690530923)))",96,3,Brooklyn,9600,3009600,,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),36047009600,5203.073944,1622766.586
"MULTIPOLYGON (((-74.00474646711004 40.64356697977728, -74.00532944413116 40.64300644448842, -74.00591235211326 40.64244496956113, -74.00649698801892 40.641884284960646, -74.00707894260734 40.64132528050812, -74.00928151062453 40.64265634138009, -74.01148370452388 40.64398661340751, -74.0109022241782 40.64454699976931, -74.01031893880946 40.6451066629451, -74.00973537056362 40.64566683595484, -74.0091528209351 40.646226735160596, -74.00695078858615 40.64489723903702, -74.00474646711004 40.64356697977728)))",98,3,Brooklyn,9800,3009800,,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),36047009800,5203.979328,1625498.582
"MULTIPOLYGON (((-74.00707894260734 40.64132528050812, -74.00765942172981 40.640765093438475, -74.00824141584634 40.64020501269086, -74.00882481842581 40.63964463065376, -74.00940854269487 40.63908474013922, -74.01161110634612 40.64041592860223, -74.01381390001313 40.641745247263906, -74.01323203289378 40.6423051848932, -74.01264921130809 40.6428657877507, -74.01206573046942 40.64342519756603, -74.01148370452388 40.64398661340751, -74.00928151062453 40.64265634138009, -74.00707894260734 40.64132528050812)))",100,3,Brooklyn,10000,3010000,,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),36047010000,5203.434379,1625060.608
"MULTIPOLYGON (((-74.00940854269487 40.63908474013922, -74.00998983360152 40.63852434358223, -74.01057235584346 40.63796466464579, -74.01115475011777 40.637404369581304, -74.01175908192197 40.636823358244754, -74.01396088612057 40.63815326741949, -74.01616711475117 40.639482441569406, -74.01556266734994 40.6400666373496, -74.01497963598209 40.640625468682394, -74.01439632401166 40.64118583681228, -74.01381390001313 40.641745247263906, -74.01161110634612 40.64041592860223, -74.00940854269487 40.63908474013922)))",102,3,Brooklyn,10200,3010200,,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),36047010200,5223.378451,1640687.828
"MULTIPOLYGON (((-74.00720591287711 40.63775458148698, -74.00778794382022 40.63719552879008, -74.00837574781073 40.636636557628925, -74.00895274340155 40.6360750812267, -74.0095570837187 40.635492963628586, -74.01175908192197 40.636823358244754, -74.01115475011777 40.637404369581304, -74.01057235584346 40.63796466464579, -74.00998983360152 40.63852434358223, -74.00940854269487 40.63908474013922, -74.00849087423333 40.63853057832148, -74.00821506298978 40.638364011732705, -74.00812114865013 40.63830729527378, -74.00720591287711 40.63775458148698)))",104.01,3,Brooklyn,10401,3010401,,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),36047010401,3662.092826,819191.3112
"MULTIPOLYGON (((-74.00500346527619 40.63642523568016, -74.00558613003881 40.635866229033326, -74.00616926805152 40.63530350141352, -74.0064178468381 40.635064849952926, -74.00675122718057 40.63474478703226, -74.00735636597027 40.63416362723908, -74.0095570837187 40.635492963628586, -74.00895274340155 40.6360750812267, -74.00837574781073 40.636636557628925, -74.00778794382022 40.63719552879008, -74.00720591287711 40.63775458148698, -74.00500346527619 40.63642523568016)))",104.02,3,Brooklyn,10402,3010402,,Sunset Park (East)-Borough Park (West),BK1201,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),36047010402,3661.858337,820199.588
"MULTIPOLYGON (((-74.00487632070713 40.63999546454963, -74.0054578234326 40.639435135849936, -74.00604152680448 40.63887733373885, -74.00662259458079 40.63831480163113, -74.00720591287711 40.63775458148698, -74.00812114865013 40.63830729527378, -74.00821506298978 40.638364011732705, -74.00849087423333 40.63853057832148, -74.00940854269487 40.63908474013922, -74.00882481842581 40.63964463065376, -74.00824141584634 40.64020501269086, -74.00765942172981 40.640765093438475, -74.00707894260734 40.64132528050812, -74.00487632070713 40.63999546454963)))",106.01,3,Brooklyn,10601,3010601,,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),36047010601,3642.832694,811933.3375
"MULTIPOLYGON (((-74.00267214342665 40.638667010972604, -74.00325273129654 40.63810426152037, -74.00383793090819 40.63754593136485, -74.00411104019123 40.63728296150507, -74.00442048314353 40.636984986361774, -74.00500346527619 40.63642523568016, -74.00720591287711 40.63775458148698, -74.00662259458079 40.63831480163113, -74.00604152680448 40.63887733373885, -74.0054578234326 40.639435135849936, -74.00487632070713 40.63999546454963, -74.00267214342665 40.638667010972604)))",106.02,3,Brooklyn,10602,3010602,,Sunset Park (East)-Borough Park (West),BK1201,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),36047010602,3643.326937,812851.2441
"MULTIPOLYGON (((-74.00254486979036 40.64223575962075, -74.00312513445346 40.641674541581395, -74.00371245924111 40.641115851538146, -74.00429409832905 40.640556240282, -74.00487632070713 40.63999546454963, -74.00707894260734 40.64132528050812, -74.00649698801892 40.641884284960646, -74.00591235211326 40.64244496956113, -74.00532944413116 40.64300644448842, -74.00474646711004 40.64356697977728, -74.00254486979036 40.64223575962075)))",108.01,3,Brooklyn,10801,3010801,,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),36047010801,3643.770418,812575.7081
"MULTIPOLYGON (((-74.00034122066634 40.64090531567063, -74.00092541773434 40.640345902028784, -74.00150771254626 40.63978496207334, -74.0020907543513 40.639225254308236, -74.00236943480249 40.63895767781398, -74.00267214342665 40.638667010972604, -74.00487632070713 40.63999546454963, -74.00429409832905 40.640556240282, -74.00371245924111 40.641115851538146, -74.00312513445346 40.641674541581395, -74.00254486979036 40.64223575962075, -74.00034122066634 40.64090531567063)))",108.02,3,Brooklyn,10802,3010802,,Sunset Park (East)-Borough Park (West),BK1201,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),36047010802,3642.869367,812274.0352
"MULTIPOLYGON (((-73.98905872459598 40.64411924053671, -73.98977890274068 40.64364488723358, -73.99049634082614 40.643164441188446, -73.99121277380051 40.64268589050535, -73.99192812375547 40.64220490458872, -73.99407710360819 40.643502159237066, -73.99424039363981 40.64360351214586, -73.99626530901189 40.64482654389454, -73.9956824527216 40.645385557032434, -73.99509643061083 40.64594600578011, -73.99468007629244 40.64634708761155, -73.9945764563919 40.64644137591951, -73.99445374036245 40.646560438306594, -73.99438070372881 40.646631300076926, -73.99417390778076 40.64683193794656, -73.99397125142896 40.64702855011923, -73.99392923854985 40.64706931123233, -73.99180823548288 40.64578396911212, -73.98905872459598 40.64411924053671)))",110,3,Brooklyn,11000,3011000,,Sunset Park (East)-Borough Park (West),BK1201,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),36047011000,5365.027731,1699056.633
"MULTIPOLYGON (((-73.99192812375547 40.64220490458872, -73.99264456057627 40.64172829044391, -73.9933625360505 40.641247798978, -73.99407692009133 40.64077040176039, -73.99433124126965 40.64060028845553, -73.9947953953937 40.64028848788702, -73.99551033696265 40.63980966763264, -73.99697357409411 40.64069410459462, -73.9991756478489 40.64202544152653, -73.99859327783639 40.64258519750488, -73.99801021180159 40.64314699533874, -73.99773481969466 40.64341090959379, -73.99742590371999 40.64370709175105, -73.9968443837048 40.64426583629802, -73.99626530901189 40.64482654389454, -73.99424039363981 40.64360351214586, -73.99407710360819 40.643502159237066, -73.99192812375547 40.64220490458872)))",112,3,Brooklyn,11200,3011200,,Sunset Park (East)-Borough Park (West),BK1201,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),36047011200,5459.471939,1843970.969
"MULTIPOLYGON (((-73.99551033696265 40.63980966763264, -73.99622742149047 40.639331193113264, -73.99694186991746 40.63885246323715, -73.99765783408338 40.63837414171827, -73.9983740468751 40.63789379063598, -73.9990904987123 40.63741532629863, -73.999807422987 40.63693549764439, -74.00046944836457 40.637336317476475, -74.00267214342665 40.638667010972604, -74.00236943480249 40.63895767781398, -74.0020907543513 40.639225254308236, -74.00150771254626 40.63978496207334, -74.00092541773434 40.640345902028784, -74.00034122066634 40.64090531567063, -73.99975690844894 40.64146714994336, -73.9991756478489 40.64202544152653, -73.99697357409411 40.64069410459462, -73.99551033696265 40.63980966763264)))",114,3,Brooklyn,11400,3011400,,Sunset Park (East)-Borough Park (West),BK1201,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),36047011400,5462.281482,1806159.214
"MULTIPOLYGON (((-73.999807422987 40.63693549764439, -74.00052510817879 40.636455672700556, -74.00124054682556 40.63597757300837, -74.00196019018837 40.63549941499149, -74.00267254139081 40.63501877520344, -74.00338868207218 40.634538356526235, -74.00410651528497 40.63406012139338, -74.00482141910638 40.63358003571216, -74.00556490326193 40.63308317691686, -74.00735636597027 40.63416362723908, -74.00675122718057 40.63474478703226, -74.0064178468381 40.635064849952926, -74.00616926805152 40.63530350141352, -74.00558613003881 40.635866229033326, -74.00500346527619 40.63642523568016, -74.00442048314353 40.636984986361774, -74.00411104019123 40.63728296150507, -74.00383793090819 40.63754593136485, -74.00325273129654 40.63810426152037, -74.00267214342665 40.638667010972604, -74.00046944836457 40.637336317476475, -73.999807422987 40.63693549764439)))",116,3,Brooklyn,11600,3011600,,Sunset Park (East)-Borough Park (West),BK1201,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),36047011600,5869.31686,1724997.627
"MULTIPOLYGON (((-74.01175908192197 40.636823358244754, -74.0095570837187 40.635492963628586, -74.00735636597027 40.63416362723908, -74.00556490326193 40.63308317691686, -74.00630615538653 40.632584088964926, -74.00640515350872 40.63251810035267, -74.00661914959802 40.6323754580869, -74.00680677851513 40.632250390732764, -74.00696779370129 40.63214585347172, -74.00702302486354 40.63210999547639, -74.00853704044069 40.63302816138392, -74.01074220090473 40.634356548825586, -74.01132648874813 40.63379449695948, -74.01190823780844 40.633234404781696, -74.01410877859782 40.63456399731045, -74.01629036021731 40.635911127826816, -74.01606790798363 40.63613845059224, -74.01594826967052 40.63625275134582, -74.0158258534482 40.63636970667751, -74.01573946832893 40.63645223721405, -74.01514575030541 40.63701460961415, -74.01456685461935 40.63757090831669, -74.01396088612057 40.63815326741949, -74.01175908192197 40.636823358244754)))",118,3,Brooklyn,11800,3011800,,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),36047011800,7951.285477,2357119.59
"MULTIPOLYGON (((-73.98175333590159 40.67931322129886, -73.98218939741118 40.67867580389441, -73.98261725406753 40.6780424298465, -73.98281609232332 40.67774904398134, -73.98304811870663 40.677406685928844, -73.98347361414993 40.67677916066703, -73.98390048680756 40.67614865315671, -73.98420294621698 40.675771200287635, -73.98469873001544 40.675175630227784, -73.98520256012016 40.67457381040661, -73.98569948592613 40.67397602824882, -73.986225009453 40.673346365115115, -73.9867090536536 40.67276673262666, -73.98721100462444 40.67216061625108, -73.9874449644332 40.67188008635538, -73.98771576044813 40.671555381148764, -73.9877729506508 40.6715839790489, -73.99001383948324 40.67266882042505, -73.99236937965183 40.67381280854463, -73.99211946342147 40.674112013911724, -73.99186955793185 40.674411210517235, -73.99138393265383 40.67499950237964, -73.99100170732179 40.675461074585535, -73.99094064096678 40.67553506110631, -73.9904842600549 40.67556776237188, -73.99006220284488 40.67607208723545, -73.99036651414416 40.67621832060799, -73.98986566186437 40.676826601941926, -73.98940896383941 40.67745451736224, -73.98931805517763 40.67825394028367, -73.98931739240169 40.67835827848224, -73.98893692884364 40.678903798129184, -73.98850509884291 40.679537157848166, -73.98808029219927 40.68017216677356, -73.98765051657759 40.680818638973506, -73.98731533571316 40.68069299681474, -73.98724535944261 40.68066434134867, -73.98653307661715 40.680372649996904, -73.98610388238835 40.681008522193416, -73.98413878071149 40.68024537112398, -73.98185715588082 40.6793526147618, -73.98175333590159 40.67931322129886)))",119.01,3,Brooklyn,11901,3011901,,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),36047011901,9823.397379,5040710.776
"MULTIPOLYGON (((-73.99236937965183 40.67381280854463, -73.99287511707671 40.67321352972694, -73.99337906043188 40.67260415431955, -73.99369533589437 40.67222456025445, -73.99387827624055 40.67200500565822, -73.99438366716761 40.671402802900175, -73.99489522426877 40.670790576469436, -73.99539183219996 40.67019526576047, -73.99589567170752 40.66959244469247, -73.99640281170541 40.669008413751015, -73.9964814270144 40.668925235739806, -73.99662320265409 40.66885325710925, -73.99672996966764 40.66902447117891, -73.99675243792558 40.669060501366985, -73.99683820860268 40.6691980423037, -73.99687156181025 40.669251530176524, -73.99703369535699 40.669506763525376, -73.99749320709344 40.67023011924022, -73.99753325450781 40.67029314291348, -73.99754015158767 40.67030398596668, -73.99756230788601 40.67033882100821, -73.99763083005892 40.67044653229668, -73.99778042030059 40.67069712193343, -73.9978944006271 40.67087348633738, -73.99815511796766 40.67127690757389, -73.99827721564054 40.671481912442246, -73.9983720021417 40.67164106023742, -73.99846419393754 40.67178786429899, -73.99855090587793 40.67192594185834, -73.99847134124687 40.67205910149198, -73.99812844659408 40.67244074975709, -73.9980574165226 40.672469545103226, -73.99745115715263 40.67319456848807, -73.99717696106482 40.6735282933719, -73.99696673342599 40.67378415974907, -73.99666043540708 40.674142780841365, -73.99594951027267 40.67498169638246, -73.99562697699128 40.67532596383921, -73.9953715189256 40.675597406604524, -73.99520266318574 40.67572952597614, -73.99506451106137 40.675840475937775, -73.99494895355559 40.67590022655857, -73.9948293500105 40.67595516860874, -73.99470604527143 40.67600514367305, -73.99457939485794 40.6760500076573, -73.99444976393856 40.67608963120394, -73.99432903116526 40.67612432792114, -73.99420678496926 40.67615580357701, -73.9940831735586 40.67618402001084, -73.99396082061597 40.67616263895694, -73.99380550586646 40.67617476300393, -73.99364951997231 40.67617985140736, -73.99349341229725 40.67617788624646, -73.99333773263402 40.67616887444226, -73.99318302926751 40.67615284773326, -73.99312840444378 40.676169187987576, -73.99281621241916 40.676135857200194, -73.99280676653107 40.676119002146606, -73.99257514672237 40.6760904395329, -73.99069861947517 40.675807418965945, -73.99036651414416 40.67621832060799, -73.99006220284488 40.67607208723545, -73.9904842600549 40.67556776237188, -73.99094064096678 40.67553506110631, -73.99100170732179 40.675461074585535, -73.99138393265383 40.67499950237964, -73.99186955793185 40.674411210517235, -73.99211946342147 40.674112013911724, -73.99236937965183 40.67381280854463)))",119.02,3,Brooklyn,11902,3011902,,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),36047011902,7752.950419,2648288.609
