the_geom,CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,Shape_Leng,Shape_Area
"MULTIPOLYGON (((-73.95314947339772 40.59702791856789, -73.9541103620352 40.59692073930352, -73.95507631404308 40.59681539077453, -73.9554531337326 40.59677338393033, -73.95600127865953 40.596713385777875, -73.95692719713631 40.59661207631134, -73.9573324639424 40.598730913767646, -73.95775745988533 40.60098588910539, -73.95683001633175 40.60108734907758, -73.95628728407772 40.601147333963716, -73.95590485025015 40.60119091749463, -73.95494183718068 40.60129649039936, -73.95397802921507 40.60140163224036, -73.95355183527658 40.59914645300994, -73.95314947339772 40.59702791856789)))",580,3,Brooklyn,58000,3058000,,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),36047058000,5340.456417,1707766.479
"MULTIPOLYGON (((-73.95692719713631 40.59661207631134, -73.95738884339171 40.59656152241304, -73.95785291108513 40.59651069732374, -73.95878039574855 40.59640732042954, -73.95977770067002 40.596298583993715, -73.96024266806364 40.59624728417266, -73.96028257100288 40.59624288156561, -73.96102769217038 40.596160667070535, -73.96118447411634 40.59831158311418, -73.96136232994783 40.60058898304446, -73.96036342794683 40.60069790336925, -73.95961182950258 40.60078039019867, -73.95868277290346 40.60088354101978, -73.95775745988533 40.60098588910539, -73.9573324639424 40.598730913767646, -73.95692719713631 40.59661207631134)))",582,3,Brooklyn,58200,3058200,,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),36047058200,5388.123316,1738266.683
"MULTIPOLYGON (((-73.95607720418357 40.59210143244581, -73.95700330423729 40.59200225623527, -73.95767566613333 40.59192907810003, -73.9589977377999 40.591784077027064, -73.95967736319791 40.59170673739012, -73.96012117019885 40.59165841415094, -73.96067984134326 40.59159758212387, -73.96073560709493 40.592326772064695, -73.9607888348289 40.593014483830345, -73.96084515794578 40.593742800981076, -73.96088784108863 40.59436442861062, -73.9609986891892 40.59537834401184, -73.96102769217038 40.596160667070535, -73.96028257100288 40.59624288156561, -73.96024266806364 40.59624728417266, -73.95977770067002 40.596298583993715, -73.95878039574855 40.59640732042954, -73.95785291108513 40.59651069732374, -73.95738884339171 40.59656152241304, -73.95692719713631 40.59661207631134, -73.95655540426081 40.59464772534296, -73.95607720418357 40.59210143244581)))",584,3,Brooklyn,58400,3058400,,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),36047058400,5767.691521,2029005.504
"MULTIPOLYGON (((-73.95326012874342 40.59241275670981, -73.95422294529114 40.59230795484298, -73.95461004986039 40.59223566103369, -73.95514745688551 40.592207011114866, -73.95607720418357 40.59210143244581, -73.95655540426081 40.59464772534296, -73.95692719713631 40.59661207631134, -73.95600127865953 40.596713385777875, -73.9554531337326 40.59677338393033, -73.95507631404308 40.59681539077453, -73.9541103620352 40.59692073930352, -73.95314947339772 40.59702791856789, -73.95291182719855 40.59575192543371, -73.95276840892019 40.59500018132204, -73.95269927278541 40.594637791650946, -73.95263111854909 40.594274970272096, -73.95262488125283 40.59424175619884, -73.9524970472552 40.593561205601446, -73.95237014636747 40.59288557118217, -73.95230036006912 40.59251402260288, -73.95326012874342 40.59241275670981)))",586,3,Brooklyn,58600,3058600,,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,BK1503,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),36047058600,5442.139778,1759616.204
"MULTIPOLYGON (((-73.95619424557158 40.58776182693232, -73.95712566385991 40.58766096103872, -73.95819543156364 40.58754433228904, -73.9593473679651 40.58741753723069, -73.95978030280253 40.58736947547749, -73.96034953585209 40.58730628607395, -73.96040710165576 40.58803435230263, -73.9604596836014 40.588723819821105, -73.96051667238417 40.58945291164762, -73.96057230464476 40.59018142713138, -73.9606241039111 40.59086268120818, -73.96067984134326 40.59159758212387, -73.96012117019885 40.59165841415094, -73.95967736319791 40.59170673739012, -73.9589977377999 40.591784077027064, -73.95767566613333 40.59192907810003, -73.95700330423729 40.59200225623527, -73.9567157934438 40.59049873467309, -73.95665683391779 40.59010165289704, -73.95658790579606 40.5898841151853, -73.95639200264094 40.588928675860174, -73.95622721577612 40.58799591452436, -73.95619424557158 40.58776182693232)))",588,3,Brooklyn,58800,3058800,,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),36047058800,5325.46928,1718520.711
"MULTIPOLYGON (((-73.94104370203576 40.72784117385919, -73.9407381190033 40.72597287434262, -73.9416866436465 40.725882182718735, -73.94263608899186 40.725792806698315, -73.94356890867935 40.72570814230576, -73.94449795556882 40.725615895157766, -73.94543001219719 40.72551756457367, -73.9456779820691 40.727024422421884, -73.94587891799098 40.727354553127306, -73.94574163452661 40.72738146785071, -73.9460465290374 40.72925625453973, -73.94511675878394 40.72934959469678, -73.9441851265164 40.72944174621882, -73.94439194850351 40.73073438206254, -73.94461193990333 40.732070986291056, -73.94371982936528 40.732390954473864, -73.94279526871175 40.732654633818505, -73.94250888673245 40.73090204182882, -73.94199205243947 40.72775025347901, -73.94104370203576 40.72784117385919)))",589.01,3,Brooklyn,58901,3058901,,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),36047058901,7508.40251,2170252.337
"MULTIPOLYGON (((-73.93213397515774 40.72815960343371, -73.93238176235448 40.72799102690432, -73.93250662268419 40.72790834181657, -73.9341233728981 40.72685547147914, -73.93622808805395 40.7274741175383, -73.93724229248072 40.72779414797253, -73.93819712504832 40.728102521304244, -73.93918164554752 40.72801668670069, -73.94011514323194 40.72792922297141, -73.94104370203576 40.72784117385919, -73.94199205243947 40.72775025347901, -73.94250888673245 40.73090204182882, -73.94279526871175 40.732654633818505, -73.94262119678415 40.732680431908356, -73.94204156447495 40.73276633404046, -73.94185935897389 40.73279997732785, -73.94167885218216 40.73283855744, -73.94150027517183 40.73288202499, -73.94132385654588 40.73293032433431, -73.94114982189554 40.73298339350041, -73.94097839425525 40.73304116470366, -73.94080979308059 40.73310356398963, -73.94064423421061 40.73317051147925, -73.94059112746449 40.73309176571773, -73.94056868930251 40.733058494257676, -73.94068491601338 40.73301707712456, -73.94036658952952 40.73221258691484, -73.93988785146198 40.73129562103364, -73.93981322625451 40.73115268891209, -73.93974607754154 40.7310654754721, -73.93891503477069 40.73038379473324, -73.93856120412507 40.730133643218736, -73.93810334960666 40.72972851952137, -73.93808900912056 40.729746846260504, -73.93729511262934 40.72930055678739, -73.93711874507949 40.729189932065005, -73.9369312479987 40.72910809126559, -73.93684001378087 40.72908791393831, -73.93655894374993 40.72901782626703, -73.93608245486583 40.72888271185207, -73.93563591233656 40.72875195265277, -73.93561453981152 40.72874598563439, -73.93527438167979 40.72865101907352, -73.93501193202121 40.728572427731194, -73.93492926391872 40.728543915753, -73.93480845721065 40.72852861070386, -73.93425572782618 40.728432914472634, -73.93423032768017 40.72843131516518, -73.93423524033699 40.728395495578354, -73.9342287100879 40.72839082690116, -73.93415421562187 40.728381653620715, -73.93376676075225 40.72833393893796, -73.93352761652702 40.72830739759007, -73.93349948194378 40.7283041392015, -73.93348555981643 40.728294414781395, -73.93348271999318 40.728281563846, -73.93325729805608 40.728240702814794, -73.93301658610117 40.72821034223365, -73.93291116235261 40.72823331594171, -73.93262682661627 40.72818061356348, -73.93240789866186 40.72814592383736, -73.9323870036787 40.72814769455621, -73.93236090629104 40.7281677703671, -73.93234598849824 40.728182393884715, -73.93213397515774 40.72815960343371)))",589.02,3,Brooklyn,58902,3058902,,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),36047058902,8753.409633,2403423.147
"MULTIPOLYGON (((-73.95245327575216 40.588173492836006, -73.95341674224393 40.58806775143466, -73.95325195699489 40.587195077685884, -73.954126719823 40.587348276174396, -73.95421298534335 40.58738297140258, -73.95434109040941 40.58796717362834, -73.95526484935718 40.587861546025806, -73.95564103968496 40.58782037544827, -73.95619424557158 40.58776182693232, -73.95622721577612 40.58799591452436, -73.95639200264094 40.588928675860174, -73.95658790579606 40.5898841151853, -73.95665683391779 40.59010165289704, -73.9567157934438 40.59049873467309, -73.95700330423729 40.59200225623527, -73.95607720418357 40.59210143244581, -73.95514745688551 40.592207011114866, -73.95461004986039 40.59223566103369, -73.95422294529114 40.59230795484298, -73.95326012874342 40.59241275670981, -73.95307167080173 40.591426499124154, -73.95285743974742 40.590293679602965, -73.95272270780771 40.589586939155666, -73.95265109340704 40.58921122882623, -73.95245327575216 40.588173492836006)))",590,3,Brooklyn,59000,3059000,,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,BK1503,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),36047059000,5777.40952,1704089.749
"MULTIPOLYGON (((-73.940221236712 40.722891505267036, -73.94109418781213 40.722309245113706, -73.94150380820703 40.72199097899235, -73.94195633629015 40.7216523192305, -73.94281683691054 40.72114362061624, -73.94367548005556 40.72065997480342, -73.94440536741789 40.72024041268251, -73.94452878497144 40.72028914445143, -73.94468932912876 40.72045681619752, -73.94462496314033 40.720502639192254, -73.94458094762224 40.72052821946304, -73.94469036672284 40.72106007691414, -73.94479729889598 40.72168080448854, -73.94490849005753 40.722363615353444, -73.94501510254885 40.723003432806586, -73.94543001219719 40.72551756457367, -73.94449795556882 40.725615895157766, -73.94356890867935 40.72570814230576, -73.94263608899186 40.725792806698315, -73.9416866436465 40.725882182718735, -73.9407381190033 40.72597287434262, -73.94032257183022 40.72345385456612, -73.940221236712 40.722891505267036)))",591,3,Brooklyn,59100,3059100,,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),36047059100,5941.529789,2062727.261
"MULTIPOLYGON (((-73.95015202350199 40.59275348829088, -73.94975060101409 40.59063361633411, -73.9493455179803 40.588513895217346, -73.95010000319932 40.5884314668562, -73.95053877464193 40.58838352370929, -73.95100840299101 40.58833180102591, -73.95149337537185 40.58827838985007, -73.95245327575216 40.588173492836006, -73.95265109340704 40.58921122882623, -73.95272270780771 40.589586939155666, -73.95285743974742 40.590293679602965, -73.95307167080173 40.591426499124154, -73.95326012874342 40.59241275670981, -73.95230036006912 40.59251402260288, -73.95237014636747 40.59288557118217, -73.9524970472552 40.593561205601446, -73.95262488125283 40.59424175619884, -73.95263111854909 40.594274970272096, -73.95269927278541 40.594637791650946, -73.95276840892019 40.59500018132204, -73.95291182719855 40.59575192543371, -73.95314947339772 40.59702791856789, -73.95220370821761 40.59713035149433, -73.95100585510703 40.59726261947361, -73.95088024394967 40.596609795142626, -73.95055414715881 40.59487085431102, -73.95015202350199 40.59275348829088)))",592,3,Brooklyn,59200,3059200,,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,BK1503,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),36047059200,8185.095706,2360097.783
"MULTIPOLYGON (((-73.9341233728981 40.72685547147914, -73.93539740360548 40.72590686792595, -73.93676382339476 40.72483891922275, -73.93685306772522 40.72474409935167, -73.93694892654402 40.724653093095014, -73.93705111883821 40.72456616721528, -73.93715934503338 40.72448357651334, -73.93727328823688 40.724405563122886, -73.93739261407276 40.72433235569566, -73.93751697275438 40.724264168818415, -73.93764599974614 40.72420120236097, -73.93848857093084 40.72380890602353, -73.93891183794523 40.723578825801674, -73.93931199946499 40.72334789471057, -73.940221236712 40.722891505267036, -73.94032257183022 40.72345385456612, -73.9407381190033 40.72597287434262, -73.94104370203576 40.72784117385919, -73.94011514323194 40.72792922297141, -73.93918164554752 40.72801668670069, -73.93819712504832 40.728102521304244, -73.93724229248072 40.72779414797253, -73.93622808805395 40.7274741175383, -73.9341233728981 40.72685547147914)))",593,3,Brooklyn,59300,3059300,,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),36047059300,6065.799624,2033982.766
"MULTIPOLYGON (((-73.93964133594521 40.59392254056836, -73.93925356177321 40.59186975561914, -73.93923856248676 40.59178976366814, -73.94012735361846 40.591692109124246, -73.94020105017579 40.59168400691545, -73.94028006304377 40.591675375516914, -73.94123257589017 40.59157137924304, -73.94215379127132 40.591469240509475, -73.94308478383385 40.59136796502565, -73.94401164090755 40.59126489579722, -73.94497238792104 40.5911601429463, -73.94537361635065 40.59327927439926, -73.94577449198324 40.59539762935432, -73.94622941179414 40.59778899208439, -73.94526519230124 40.59789362694904, -73.94479667452052 40.59794473278826, -73.9443392262397 40.59799462615248, -73.94387596479534 40.59804616334439, -73.94341159130691 40.59809781505673, -73.94248473340741 40.59820036561234, -73.94148000324267 40.598304391235594, -73.94138092322446 40.59779217396867, -73.94136436627835 40.59770657769612, -73.94129863491433 40.597366751837114, -73.94127905147937 40.59726550761126, -73.94123828174638 40.59705473015363, -73.94120559831842 40.59688576172238, -73.94106836959712 40.596176291080205, -73.94105584336575 40.59611153259521, -73.94101897126488 40.59592089505461, -73.94091644263771 40.595389473460045, -73.94090202206421 40.59531473007351, -73.94085213946097 40.59505617946442, -73.94081668328306 40.59487240071292, -73.94077966551806 40.59468052730119, -73.94075108359989 40.594532378503246, -73.94069017642461 40.594216677047854, -73.94067085232666 40.59411651371927, -73.94061132651622 40.59380796809762, -73.94051817562165 40.593818971489384, -73.93974913860463 40.593909807454224, -73.93964133594521 40.59392254056836)))",594.02,3,Brooklyn,59402,3059402,,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,BK1503,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),36047059402,8094.773682,3470556.224
"MULTIPOLYGON (((-73.94537361635065 40.59327927439926, -73.94633607926357 40.59317406902752, -73.94726453969017 40.59307224469295, -73.94819006843983 40.592967583808466, -73.9491158393456 40.59286750755458, -73.95015202350199 40.59275348829088, -73.95055414715881 40.59487085431102, -73.95088024394967 40.596609795142626, -73.95100585510703 40.59726261947361, -73.94997334538613 40.59737744193698, -73.94904681622317 40.59747936153664, -73.94855032686569 40.59753296361025, -73.94812013008146 40.59757939994896, -73.94719207003335 40.59768208727084, -73.94622941179414 40.59778899208439, -73.94577449198324 40.59539762935432, -73.94537361635065 40.59327927439926)))",594.03,3,Brooklyn,59403,3059403,,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,BK1503,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),36047059403,6001.011606,2225484.989
"MULTIPOLYGON (((-73.94401164090755 40.59126489579722, -73.9439385950518 40.59087989540676, -73.94379717325263 40.59013450812612, -73.94360983096196 40.58914704733799, -73.9445692259455 40.58904062172682, -73.94553391024706 40.58893468633228, -73.94582781938028 40.58890129862974, -73.94645886564594 40.5888296152548, -73.94738063531112 40.58873083906746, -73.94831366171424 40.58862812612322, -73.9493455179803 40.588513895217346, -73.94975060101409 40.59063361633411, -73.95015202350199 40.59275348829088, -73.9491158393456 40.59286750755458, -73.94819006843983 40.592967583808466, -73.94726453969017 40.59307224469295, -73.94633607926357 40.59317406902752, -73.94537361635065 40.59327927439926, -73.94497238792104 40.5911601429463, -73.94401164090755 40.59126489579722)))",594.04,3,Brooklyn,59404,3059404,,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,BK1503,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),36047059404,6340.473808,2302530.943
"MULTIPOLYGON (((-73.93698476376954 40.589871128230435, -73.93791023672364 40.58977063814714, -73.9388367588225 40.58967042998952, -73.93926458398698 40.58962367700153, -73.93973390969201 40.58957238655877, -73.9397960378787 40.589565592808995, -73.93987498867992 40.58955678273468, -73.94083461017419 40.58944967692511, -73.94175418997 40.58934888346219, -73.94268053584295 40.58924737384856, -73.94360983096196 40.58914704733799, -73.94379717325263 40.59013450812612, -73.9439385950518 40.59087989540676, -73.94401164090755 40.59126489579722, -73.94308478383385 40.59136796502565, -73.94215379127132 40.591469240509475, -73.94123257589017 40.59157137924304, -73.94028006304377 40.591675375516914, -73.94020105017579 40.59168400691545, -73.94012735361846 40.591692109124246, -73.93923856248676 40.59178976366814, -73.93925356177321 40.59186975561914, -73.93964133594521 40.59392254056836, -73.93947662657308 40.59394072551631, -73.93908423707008 40.593984047981166, -73.9387170582348 40.594024584982435, -73.93793843080458 40.5941081294266, -73.93777948946384 40.59412518255928, -73.93751190960799 40.592755134647625, -73.93737460969182 40.591995315183354, -73.93698476376954 40.589871128230435)))",596,3,Brooklyn,59600,3059600,,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,BK1503,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),36047059600,6850.705368,1863185.05
"MULTIPOLYGON (((-73.93178392907953 40.588140928095854, -73.9317715703339 40.58807545228708, -73.93144504566877 40.58634568481092, -73.93139947510383 40.58607989549086, -73.93145727267171 40.58610127189102, -73.93210850533804 40.5862862037381, -73.93244497739592 40.58636028989788, -73.9334439929513 40.586537438358434, -73.93444718618642 40.58665207529219, -73.93477406194712 40.58663996951636, -73.93541271139817 40.58658605511684, -73.93588537528598 40.58653209023537, -73.93633646884568 40.586480588382216, -73.93677580163796 40.58639859447056, -73.93724717326978 40.58631062955095, -73.93816896693512 40.586149872194234, -73.93908601783617 40.58599196884317, -73.93914504132334 40.585979825255116, -73.93919697495265 40.586281923669624, -73.939307622673 40.586926676817164, -73.93938542526428 40.58730771103425, -73.9397960378787 40.589565592808995, -73.93973390969201 40.58957238655877, -73.93926458398698 40.58962367700153, -73.9388367588225 40.58967042998952, -73.93791023672364 40.58977063814714, -73.93698476376954 40.589871128230435, -73.93606156848097 40.58997020789683, -73.93509068799713 40.590076753005725, -73.93484438462539 40.588763704491086, -73.93471927188833 40.588097957203985, -73.93466871854699 40.587827213060415, -73.93370492064972 40.58793100518841, -73.93277432716036 40.58803271002383, -73.93178392907953 40.588140928095854)))",598,3,Brooklyn,59800,3059800,,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,BK1503,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),36047059800,7239.394961,2145271.473
"MULTIPOLYGON (((-73.93914504132334 40.585979825255116, -73.9392063524174 40.58597168914527, -73.94105998275677 40.58566108377382, -73.94191610397185 40.58552017284768, -73.94291014793833 40.5854056386693, -73.94386629112068 40.58529836206235, -73.94493086680268 40.585172506449126, -73.94555221951171 40.585139492871136, -73.94669113240309 40.58507307296937, -73.94763574545205 40.5849988624516, -73.94866230636495 40.58489385674216, -73.9498697464804 40.58485639623888, -73.95123865706651 40.58492463321711, -73.95188918199892 40.585935997445176, -73.95278220174708 40.58707237740844, -73.95267465190737 40.58715676712524, -73.95227580193146 40.5872717070603, -73.95232979009363 40.58750990848164, -73.95245327575216 40.588173492836006, -73.95149337537185 40.58827838985007, -73.95100840299101 40.58833180102591, -73.95053877464193 40.58838352370929, -73.95010000319932 40.5884314668562, -73.9493455179803 40.588513895217346, -73.94831366171424 40.58862812612322, -73.94738063531112 40.58873083906746, -73.94645886564594 40.5888296152548, -73.94582781938028 40.58890129862974, -73.94553391024706 40.58893468633228, -73.9445692259455 40.58904062172682, -73.94360983096196 40.58914704733799, -73.94268053584295 40.58924737384856, -73.94175418997 40.58934888346219, -73.94083461017419 40.58944967692511, -73.93987498867992 40.58955678273468, -73.9397960378787 40.589565592808995, -73.93938542526428 40.58730771103425, -73.939307622673 40.586926676817164, -73.93919697495265 40.586281923669624, -73.93914504132334 40.585979825255116)))",600,3,Brooklyn,60000,3060000,,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,BK1503,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),36047060000,9650.320842,4732242.694
"MULTIPOLYGON (((-73.95123865706651 40.58492463321711, -73.95287969875503 40.58519841967697, -73.95289540853817 40.58529875361113, -73.95300767366356 40.58527458437984, -73.95312439480777 40.58526113253969, -73.95324286922497 40.585258983330185, -73.95336029676888 40.58526818117725, -73.95347394863391 40.58528824618004, -73.95357366126035 40.5853091876487, -73.95367115279504 40.58534849790087, -73.95375778845649 40.58540595953213, -73.95382536075998 40.585478262908545, -73.95386831208938 40.58555947076847, -73.95388521625816 40.585642551190894, -73.9538786065234 40.58572124580369, -73.95398040817892 40.58571184835194, -73.95427002873531 40.585687266803994, -73.95439985001563 40.58567624755516, -73.95485543015288 40.58562477747833, -73.95576287301844 40.585500097556626, -73.95626771056395 40.58546620528555, -73.95641613579443 40.58539901136458, -73.9565743201304 40.58534434644299, -73.95673945330043 40.58530330808031, -73.95690846232921 40.585276528020295, -73.9575791635507 40.58520082731546, -73.95761659738892 40.58519750830033, -73.95765292145154 40.58519361423819, -73.95777933703765 40.585183529755675, -73.95880175518222 40.58518715181463, -73.95917287620118 40.585139105848036, -73.96007463271889 40.58505031602794, -73.9602174209949 40.585036254555334, -73.96025825836561 40.585029307841424, -73.96026851850121 40.58514903258479, -73.96032539267314 40.585812723253575, -73.96034190827932 40.585968366262414, -73.96034614943134 40.5861247709754, -73.9603380365593 40.58628108950028, -73.96031766369542 40.58643646847233, -73.96031712034926 40.58651472359933, -73.96034953585209 40.58730628607395, -73.95978030280253 40.58736947547749, -73.9593473679651 40.58741753723069, -73.95819543156364 40.58754433228904, -73.95712566385991 40.58766096103872, -73.95619424557158 40.58776182693232, -73.95564103968496 40.58782037544827, -73.95526484935718 40.587861546025806, -73.95434109040941 40.58796717362834, -73.95421298534335 40.58738297140258, -73.954126719823 40.587348276174396, -73.95325195699489 40.587195077685884, -73.95341674224393 40.58806775143466, -73.95245327575216 40.588173492836006, -73.95232979009363 40.58750990848164, -73.95227580193146 40.5872717070603, -73.95267465190737 40.58715676712524, -73.95278220174708 40.58707237740844, -73.95188918199892 40.585935997445176, -73.95123865706651 40.58492463321711)))",606,3,Brooklyn,60600,3060600,,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,BK1503,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),36047060600,7668.707228,1950213.65
"MULTIPOLYGON (((-73.9413111511611 40.583336626848, -73.94144050857204 40.58334014747621, -73.94148833784261 40.58352873644656, -73.94154438657309 40.58351808329942, -73.94157408083575 40.58360755593941, -73.94255133565295 40.58351447617084, -73.94202033352751 40.583110423782486, -73.94214938810204 40.583106679550944, -73.94270167762981 40.583508797614, -73.94304709646005 40.58349212946429, -73.94256316190977 40.5831273475165, -73.94268774005667 40.58312281657208, -73.94319506158025 40.58348966263329, -73.94354467530924 40.58347101436111, -73.94309334781462 40.58313454521443, -73.94322815546556 40.583130820211075, -73.94351205889528 40.58333704598054, -73.94369153004571 40.583467754266, -73.94406764167105 40.583472009110416, -73.94363589795744 40.583145573909576, -73.9437651164146 40.5831447188316, -73.94423403587136 40.58347995164657, -73.94461828666236 40.58349662608771, -73.94417458523766 40.58315829121828, -73.94432059818078 40.58315942487766, -73.94477544081295 40.58350780440984, -73.94517477781615 40.58352137824424, -73.94471270964229 40.583165044530325, -73.94484512940873 40.583164234843544, -73.94534992503475 40.583529052110414, -73.94573014930431 40.58354487506135, -73.94526670124625 40.583182518567284, -73.9453760523788 40.58318193165054, -73.94589911888089 40.58355266261025, -73.94628634691914 40.583568685205385, -73.94579941258891 40.5831946402303, -73.94592412935306 40.583194104434796, -73.9464342905935 40.583563152592454, -73.94678945068779 40.58355046761417, -73.94631603648713 40.58320694071329, -73.94645496477298 40.58320516808006, -73.94691796276105 40.583546033249746, -73.94726832705268 40.58353318207192, -73.94682202947196 40.58319119187108, -73.94701390883579 40.58318810097948, -73.94746867861319 40.58352819536244, -73.94836747924927 40.583488596258285, -73.9495826675518 40.583361437789115, -73.95025076956796 40.583287264699734, -73.95118226986263 40.58319926518016, -73.9524744797083 40.58307717692725, -73.9534932204868 40.58298819826101, -73.95343216344399 40.582674343320974, -73.95341929823668 40.58260821088628, -73.95381342907912 40.58254282025495, -73.95395136025657 40.582529125306074, -73.95403970550868 40.58251639125154, -73.9540717287318 40.58270239791897, -73.9541117608942 40.58291991754654, -73.95412132128608 40.58298298480364, -73.95414287861509 40.58310614010584, -73.95436572648407 40.583081077640465, -73.95517441482555 40.58291587071759, -73.95571160057476 40.58280458519093, -73.95604146800456 40.58273625432002, -73.9564572905981 40.582658850554935, -73.9567561828483 40.5828349700306, -73.95682583573115 40.58288630864727, -73.95689047344999 40.58293397946083, -73.95695596036082 40.58298226254093, -73.95703134246322 40.58303533241722, -73.95722968037761 40.58314556740624, -73.95733608324052 40.583025134880174, -73.95745546579596 40.583012788002144, -73.95900764249988 40.582852151609494, -73.95910958874268 40.58285667521283, -73.95983502945747 40.5831905458521, -73.96004798667482 40.58326987240664, -73.96010509520559 40.58340835715935, -73.96014924129607 40.58357589703924, -73.96019673151895 40.58422503116783, -73.96021792177663 40.584514662838075, -73.96022753944185 40.58460895942101, -73.96023124300906 40.58467600462857, -73.96023461570692 40.58474628320598, -73.9602394336217 40.58479187498345, -73.96024315330844 40.584827081065654, -73.96025825836561 40.585029307841424, -73.9602174209949 40.585036254555334, -73.96007463271889 40.58505031602794, -73.95917287620118 40.585139105848036, -73.95880175518222 40.58518715181463, -73.95777933703765 40.585183529755675, -73.95765292145154 40.58519361423819, -73.95761659738892 40.58519750830033, -73.9575791635507 40.58520082731546, -73.95690846232921 40.585276528020295, -73.95673945330043 40.58530330808031, -73.9565743201304 40.58534434644299, -73.95641613579443 40.58539901136458, -73.95626771056395 40.58546620528555, -73.95576287301844 40.585500097556626, -73.95485543015288 40.58562477747833, -73.95439985001563 40.58567624755516, -73.95427002873531 40.585687266803994, -73.95398040817892 40.58571184835194, -73.9538786065234 40.58572124580369, -73.95388521625816 40.585642551190894, -73.95386831208938 40.58555947076847, -73.95382536075998 40.585478262908545, -73.95375778845649 40.58540595953213, -73.95367115279504 40.58534849790087, -73.95357366126035 40.5853091876487, -73.95347394863391 40.58528824618004, -73.95336029676888 40.58526818117725, -73.95324286922497 40.585258983330185, -73.95312439480777 40.58526113253969, -73.95300767366356 40.58527458437984, -73.95289540853817 40.58529875361113, -73.95287969875503 40.58519841967697, -73.95123865706651 40.58492463321711, -73.9498697464804 40.58485639623888, -73.94866230636495 40.58489385674216, -73.94763574545205 40.5849988624516, -73.94669113240309 40.58507307296937, -73.94555221951171 40.585139492871136, -73.94493086680268 40.585172506449126, -73.94386629112068 40.58529836206235, -73.94291014793833 40.5854056386693, -73.94191610397185 40.58552017284768, -73.94105998275677 40.58566108377382, -73.9392063524174 40.58597168914527, -73.93914504132334 40.585979825255116, -73.93911625460105 40.585747906589916, -73.93910708092506 40.58569034113748, -73.93909652618501 40.585633008152875, -73.93904294160791 40.58540589395777, -73.93896692089997 40.58507005730894, -73.93889867790092 40.584754036764664, -73.93881183192426 40.58427112986641, -73.93875168037893 40.58396897138657, -73.9387377599647 40.58389903851929, -73.9388381261343 40.583895598331715, -73.93901097066428 40.58388966484752, -73.93918272852667 40.58388376838981, -73.93978147613218 40.58386310137082, -73.94071914494744 40.583831395194665, -73.94147117179035 40.58379703815599, -73.94144201193706 40.58371313008599, -73.9413111511611 40.583336626848)))",608,3,Brooklyn,60800,3060800,,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,BK1503,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),36047060800,17881.30659,4306805.381
